track_id; type; traveled_d; avg_speed; lat; lon; speed; lon_acc; lat_acc; time
1; Car; 1.81; 10.850992; 37.979838; 23.733420; 11.6261; 0.0000; -0.0000; 0.000000; 37.979839; 23.733419; 11.6261; -0.0000; -0.0000; 0.040000; 37.979840; 23.733418; 11.6261; 0.0000; -0.0000; 0.080000; 37.979841; 23.733418; 11.6261; -0.0000; -0.0000; 0.120000; 37.979842; 23.733417; 11.6261; -0.0000; 0.0000; 0.160000; 37.979843; 23.733416; 11.6261; 0.0000; 0.0000; 0.200000; 37.979844; 23.733415; 11.6261; -0.0000; -0.0000; 0.240000; 37.979845; 23.733414; 11.6261; 0.0000; 0.0000; 0.280000; 37.979845; 23.733413; 11.6261; -0.0000; -0.0000; 0.320000; 37.979846; 23.733412; 11.6261; -0.0000; 0.0000; 0.360000; 37.979847; 23.733412; 11.6261; -0.0000; -0.0000; 0.400000; 37.979848; 23.733411; 11.6261; 0.0000; 0.0000; 0.440000; 37.979849; 23.733410; 11.6261; -0.0000; -0.0000; 0.480000; 37.979850; 23.733409; 11.6261; -0.0000; -0.0000; 0.520000; 37.979851; 23.733408; 11.6261; -0.0000; -0.0000; 0.560000; 37.979852; 23.733407; 11.6261; 0.0000; -0.0000; 0.600000; 
2; Car; 7.99; 23.973873; 37.979775; 23.733423; 24.8006; 0.0000; 0.0000; 0.000000; 37.979778; 23.733422; 24.8006; -0.0000; -0.0000; 0.040000; 37.979780; 23.733420; 24.8006; 0.0000; 0.0000; 0.080000; 37.979782; 23.733418; 24.8006; -0.0000; -0.0000; 0.120000; 37.979784; 23.733417; 24.8006; 0.0000; 0.0000; 0.160000; 37.979786; 23.733415; 24.8006; 0.0000; 0.0000; 0.200000; 37.979788; 23.733413; 24.8006; -0.0000; -0.0000; 0.240000; 37.979790; 23.733411; 24.8006; 0.0000; 0.0000; 0.280000; 37.979792; 23.733410; 24.8006; 0.0000; 0.0000; 0.320000; 37.979794; 23.733408; 24.8006; -0.0000; -0.0000; 0.360000; 37.979796; 23.733406; 24.8006; 0.0000; 0.0000; 0.400000; 37.979798; 23.733404; 24.8006; -0.0000; -0.0000; 0.440000; 37.979800; 23.733403; 24.8006; 0.0000; 0.0000; 0.480000; 37.979802; 23.733401; 24.8006; 0.0000; 0.0000; 0.520000; 37.979804; 23.733399; 24.8006; -0.0000; -0.0000; 0.560000; 37.979806; 23.733397; 24.8006; 0.0000; 0.0000; 0.600000; 37.979809; 23.733396; 24.8006; 0.0000; 0.0000; 0.640000; 37.979811; 23.733394; 24.8006; 0.0000; 0.0000; 0.680000; 37.979813; 23.733392; 24.8006; 0.0000; 0.0000; 0.720000; 37.979815; 23.733391; 24.8006; 0.0000; 0.0000; 0.760000; 37.979817; 23.733389; 24.8006; 0.0000; 0.0000; 0.800000; 37.979819; 23.733387; 24.8006; 0.0000; 0.0000; 0.840000; 37.979821; 23.733385; 24.8006; 0.0000; 0.0000; 0.880000; 37.979823; 23.733384; 24.8006; 0.0000; 0.0000; 0.920000; 37.979825; 23.733382; 24.8006; 0.0000; 0.0000; 0.960000; 37.979827; 23.733380; 24.8006; 0.0000; 0.0000; 1.000000; 37.979829; 23.733378; 24.8006; 0.0000; 0.0000; 1.040000; 37.979831; 23.733377; 24.8006; 0.0000; 0.0000; 1.080000; 37.979833; 23.733375; 24.8006; 0.0000; 0.0000; 1.120000; 37.979835; 23.733373; 24.8006; 0.0000; 0.0000; 1.160000; 37.979837; 23.733371; 24.8006; 0.0000; 0.0000; 1.200000; 
3; Motorcycle; 13.71; 49.371429; 37.979685; 23.733389; 51.4286; 0.0000; 0.0000; 0.000000; 37.979689; 23.733385; 51.4286; 0.0000; 0.0000; 0.040000; 37.979693; 23.733382; 51.4286; 0.0000; 0.0000; 0.080000; 37.979698; 23.733378; 51.4286; 0.0000; 0.0000; 0.120000; 37.979702; 23.733375; 51.4286; 0.0000; 0.0000; 0.160000; 37.979706; 23.733371; 51.4286; 0.0000; 0.0000; 0.200000; 37.979711; 23.733368; 51.4286; 0.0000; 0.0000; 0.240000; 37.979715; 23.733364; 51.4286; -0.0000; -0.0000; 0.280000; 37.979719; 23.733360; 51.4286; 0.0000; 0.0000; 0.320000; 37.979723; 23.733357; 51.4286; -0.0000; -0.0000; 0.360000; 37.979728; 23.733353; 51.4286; 0.0000; 0.0000; 0.400000; 37.979732; 23.733350; 51.4286; -0.0000; -0.0000; 0.440000; 37.979736; 23.733346; 51.4286; 0.0000; 0.0000; 0.480000; 37.979741; 23.733343; 51.4286; 0.0000; 0.0000; 0.520000; 37.979745; 23.733339; 51.4286; 0.0000; 0.0000; 0.560000; 37.979749; 23.733335; 51.4286; -0.0000; -0.0000; 0.600000; 37.979753; 23.733332; 51.4286; 0.0000; 0.0000; 0.640000; 37.979758; 23.733328; 51.4286; -0.0000; -0.0000; 0.680000; 37.979762; 23.733325; 51.4286; 0.0000; 0.0000; 0.720000; 37.979766; 23.733321; 51.4286; -0.0000; -0.0000; 0.760000; 37.979771; 23.733317; 51.4286; -0.0000; -0.0000; 0.800000; 37.979775; 23.733314; 51.4286; 0.0000; 0.0000; 0.840000; 37.979779; 23.733310; 51.4286; -0.0000; -0.0000; 0.880000; 37.979784; 23.733307; 51.4286; 0.0000; 0.0000; 0.920000; 37.979788; 23.733303; 51.4286; -0.0000; -0.0000; 0.960000; 37.979792; 23.733300; 51.4286; 0.0000; 0.0000; 1.000000; 
